05/07/1985 09:00:00,2.21,G;C,103,100,0,0
06/07/1985 09:00:00,2.11,G;C,103,100,0,0
07/07/1985 09:00:00,2.02,G;C,103,100,0,0
08/07/1985 09:00:00,2.26,G;C,103,100,0,0
09/07/1985 09:00:00,2.57,G;C,103,100,0,0
10/07/1985 09:00:00,2.20,G;C,103,100,0,0
11/07/1985 09:00:00,2.14,G;C,103,100,0,0
12/07/1985 09:00:00,16.9,G;C,103,100,0,0
13/07/1985 09:00:00,16.8,G;C,103,100,0,0
14/07/1985 09:00:00,14.5,G;C,103,100,0,0
15/07/1985 09:00:00,6.43,G;C,103,100,0,0
16/07/1985 09:00:00,5.39,G;C,103,100,0,0
17/07/1985 09:00:00,10.1,G;C,103,100,0,0
18/07/1985 09:00:00,12.6,G;C,103,100,0,0
19/07/1985 09:00:00,6.35,G;C,103,100,0,0
20/07/1985 09:00:00,7.02,G;C,103,100,0,0
21/07/1985 09:00:00,7.09,G;C,103,100,0,0
22/07/1985 09:00:00,9.74,G;C,103,100,0,0
23/07/1985 09:00:00,6.77,G;C,103,100,0,0
24/07/1985 09:00:00,5.14,G;C,103,100,0,0
25/07/1985 09:00:00,4.13,G;C,103,100,0,0
26/07/1985 09:00:00,18.0,G;C,103,100,0,0
27/07/1985 09:00:00,16.6,G;C,103,100,0,0
28/07/1985 09:00:00,23.0,G;C,103,100,0,0
29/07/1985 09:00:00,17.7,G;C,103,100,0,0
30/07/1985 09:00:00,11.3,G;C,103,100,0,0
31/07/1985 09:00:00,7.32,G;C,103,100,0,0
01/08/1985 09:00:00,5.62,G;C,103,100,0,0
02/08/1985 09:00:00,22.1,G;C,103,100,0,0
03/08/1985 09:00:00,23.4,G;C,103,100,0,0
04/08/1985 09:00:00,49.7,G;C,103,100,0,0
05/08/1985 09:00:00,53.3,G;C,103,100,0,0
06/08/1985 09:00:00,19.2,G;C,103,100,0,0
07/08/1985 09:00:00,12.6,G;C,103,100,0,0
08/08/1985 09:00:00,9.56,G;C,103,100,0,0
09/08/1985 09:00:00,8.47,G;C,103,100,0,0
10/08/1985 09:00:00,6.55,G;C,103,100,0,0
11/08/1985 09:00:00,19.7,G;C,103,100,0,0
12/08/1985 09:00:00,22.3,G;C,103,100,0,0
13/08/1985 09:00:00,12.9,G;C,103,100,0,0
14/08/1985 09:00:00,18.3,G;C,103,100,0,0
15/08/1985 09:00:00,51.5,G;C,103,100,0,0
16/08/1985 09:00:00,36.6,G;C,103,100,0,0
17/08/1985 09:00:00,20.7,G;C,103,100,0,0
18/08/1985 09:00:00,13.9,G;C,103,100,0,0
19/08/1985 09:00:00,15.5,G;C,103,100,0,0
20/08/1985 09:00:00,20.9,G;C,103,100,0,0
21/08/1985 09:00:00,18.0,G;C,103,100,0,0
22/08/1985 09:00:00,11.7,G;C,103,100,0,0
23/08/1985 09:00:00,14.7,G;C,103,100,0,0
24/08/1985 09:00:00,30.8,G;C,103,100,0,0
25/08/1985 09:00:00,22.5,G;C,103,100,0,0
26/08/1985 09:00:00,14.5,G;C,103,100,0,0
27/08/1985 09:00:00,38.3,G;C,103,100,0,0
28/08/1985 09:00:00,50.3,G;C,103,100,0,0
29/08/1985 09:00:00,18.8,G;C,103,100,0,0
30/08/1985 09:00:00,13.6,G;C,103,100,0,0
31/08/1985 09:00:00,12.1,G;C,103,100,0,0
01/09/1985 09:00:00,26.4,G;C,103,100,0,0
02/09/1985 09:00:00,17.1,G;C,103,100,0,0
03/09/1985 09:00:00,48.3,G;C,103,100,0,0
04/09/1985 09:00:00,24.5,G;C,103,100,0,0
05/09/1985 09:00:00,17.2,G;C,103,100,0,0
06/09/1985 09:00:00,11.9,G;C,103,100,0,0
07/09/1985 09:00:00,57.5,G;C,103,100,0,0
08/09/1985 09:00:00,42.7,G;C,103,100,0,0
09/09/1985 09:00:00,19.7,G;C,103,100,0,0
10/09/1985 09:00:00,13.8,G;C,103,100,0,0
11/09/1985 09:00:00,10.6,G;C,103,100,0,0
12/09/1985 09:00:00,8.70,G;C,103,100,0,0
13/09/1985 09:00:00,7.25,G;C,103,100,0,0
14/09/1985 09:00:00,9.27,G;C,103,100,0,0
15/09/1985 09:00:00,9.36,G;C,103,100,0,0
16/09/1985 09:00:00,9.41,G;C,103,100,0,0
17/09/1985 09:00:00,11.8,G;C,103,100,0,0
18/09/1985 09:00:00,9.09,G;C,103,100,0,0
19/09/1985 09:00:00,15.0,G;C,103,100,0,0
20/09/1985 09:00:00,9.14,G;C,103,100,0,0
21/09/1985 09:00:00,74.9,G;C,103,100,0,0
22/09/1985 09:00:00,54.0,G;C,103,100,0,0
23/09/1985 09:00:00,27.2,G;C,103,100,0,0
24/09/1985 09:00:00,16.9,G;C,103,100,0,0
25/09/1985 09:00:00,12.3,G;C,103,100,0,0
26/09/1985 09:00:00,13.3,G;C,103,100,0,0
27/09/1985 09:00:00,10.0,G;C,103,100,0,0
28/09/1985 09:00:00,8.13,G;C,103,100,0,0
29/09/1985 09:00:00,6.99,G;C,103,100,0,0
30/09/1985 09:00:00,6.32,G;C,103,100,0,0
01/10/1985 09:00:00,5.69,G;C,103,100,0,0
02/10/1985 09:00:00,5.47,G;C,103,100,0,0
03/10/1985 09:00:00,19.0,G;C,103,100,0,0
04/10/1985 09:00:00,18.2,G;C,103,100,0,0
05/10/1985 09:00:00,12.6,G;C,103,100,0,0
06/10/1985 09:00:00,25.1,G;C,103,100,0,0
07/10/1985 09:00:00,34.3,G;C,103,100,0,0
08/10/1985 09:00:00,25.1,G;C,103,100,0,0
09/10/1985 09:00:00,18.6,G;C,103,100,0,0
10/10/1985 09:00:00,16.8,G;C,103,100,0,0
11/10/1985 09:00:00,18.6,G;C,103,100,0,0
12/10/1985 09:00:00,11.3,G;C,103,100,0,0
13/10/1985 09:00:00,8.89,G;C,103,100,0,0
14/10/1985 09:00:00,7.56,G;C,103,100,0,0
15/10/1985 09:00:00,6.67,G;C,103,100,0,0
16/10/1985 09:00:00,6.06,G;C,103,100,0,0
17/10/1985 09:00:00,5.57,G;C,103,100,0,0
18/10/1985 09:00:00,5.17,G;C,103,100,0,0
19/10/1985 09:00:00,4.80,G;C,103,100,0,0
20/10/1985 09:00:00,4.49,G;C,103,100,0,0
21/10/1985 09:00:00,4.22,G;C,103,100,0,0
22/10/1985 09:00:00,3.93,G;C,103,100,0,0
23/10/1985 09:00:00,3.73,G;C,103,100,0,0
24/10/1985 09:00:00,3.61,G;C,103,100,0,0
25/10/1985 09:00:00,3.44,G;C,103,100,0,0
26/10/1985 09:00:00,3.36,G;C,103,100,0,0
27/10/1985 09:00:00,3.26,G;C,103,100,0,0
28/10/1985 09:00:00,3.19,G;C,103,100,0,0
29/10/1985 09:00:00,3.11,G;C,103,100,0,0
30/10/1985 09:00:00,3.06,G;C,103,100,0,0
31/10/1985 09:00:00,3.00,G;C,103,100,0,0
01/11/1985 09:00:00,2.95,G;C,103,100,0,0
02/11/1985 09:00:00,3.01,G;C,103,100,0,0
03/11/1985 09:00:00,2.90,G;C,103,100,0,0
04/11/1985 09:00:00,2.90,G;C,103,100,0,0
05/11/1985 09:00:00,22.3,G;C,103,100,0,0
06/11/1985 09:00:00,14.4,G;C,103,100,0,0
07/11/1985 09:00:00,17.3,G;C,103,100,0,0
08/11/1985 09:00:00,33.5,G;C,103,100,0,0
09/11/1985 09:00:00,51.2,G;C,103,100,0,0
10/11/1985 09:00:00,23.0,G;C,103,100,0,0
11/11/1985 09:00:00,12.9,G;C,103,100,0,0
12/11/1985 09:00:00,9.26,G;C,103,100,0,0
13/11/1985 09:00:00,7.46,G;C,103,100,0,0
14/11/1985 09:00:00,6.89,G;C,103,100,0,0
15/11/1985 09:00:00,8.04,G;C,103,100,0,0
16/11/1985 09:00:00,10.0,G;C,103,100,0,0
17/11/1985 09:00:00,9.00,G;C,103,100,0,0
18/11/1985 09:00:00,6.96,G;C,103,100,0,0
19/11/1985 09:00:00,6.33,G;C,103,100,0,0
20/11/1985 09:00:00,5.87,G;C,103,100,0,0
21/11/1985 09:00:00,5.55,G;C,103,100,0,0
22/11/1985 09:00:00,5.14,G;C,103,100,0,0
23/11/1985 09:00:00,6.17,G;C,103,100,0,0
24/11/1985 09:00:00,6.75,G;C,103,100,0,0
25/11/1985 09:00:00,6.40,G;C,103,100,0,0
26/11/1985 09:00:00,5.57,G;C,103,100,0,0
27/11/1985 09:00:00,4.86,G;C,103,100,0,0
28/11/1985 09:00:00,4.31,G;C,103,100,0,0
29/11/1985 09:00:00,4.11,G;C,103,100,0,0
30/11/1985 09:00:00,11.8,G;C,103,100,0,0
01/12/1985 09:00:00,67.6,G;C,103,100,0,0
02/12/1985 09:00:00,45.0,G;C,103,100,0,0
03/12/1985 09:00:00,30.0,G;C,103,100,0,0
04/12/1985 09:00:00,17.8,G;C,103,100,0,0
05/12/1985 09:00:00,21.8,G;C,103,100,0,0
06/12/1985 09:00:00,20.2,G;C,103,100,0,0
07/12/1985 09:00:00,30.3,G;C,103,100,0,0
08/12/1985 09:00:00,28.1,G;C,103,100,0,0
09/12/1985 09:00:00,15.6,G;C,103,100,0,0
10/12/1985 09:00:00,13.1,G;C,103,100,0,0
11/12/1985 09:00:00,12.7,G;C,103,100,0,0
12/12/1985 09:00:00,31.7,G;C,103,100,0,0
13/12/1985 09:00:00,43.5,G;C,103,100,0,0
14/12/1985 09:00:00,20.2,G;C,103,100,0,0
15/12/1985 09:00:00,18.0,G;C,103,100,0,0
16/12/1985 09:00:00,13.1,G;C,103,100,0,0
17/12/1985 09:00:00,18.9,G;C,103,100,0,0
18/12/1985 09:00:00,25.2,G;C,103,100,0,0
19/12/1985 09:00:00,20.7,G;C,103,100,0,0
20/12/1985 09:00:00,118,G;C,103,100,0,0
21/12/1985 09:00:00,304,G;C,103,100,0,0
22/12/1985 09:00:00,53.9,G;C,103,100,0,0
23/12/1985 09:00:00,55.7,G;C,103,100,0,0
24/12/1985 09:00:00,32.4,G;C,103,100,0,0
25/12/1985 09:00:00,28.2,G;C,103,100,0,0
26/12/1985 09:00:00,20.7,G;C,103,100,0,0
27/12/1985 09:00:00,14.3,G;C,103,100,0,0
28/12/1985 09:00:00,11.1,G;C,103,100,0,0
29/12/1985 09:00:00,8.80,G;C,103,100,0,0
30/12/1985 09:00:00,16.3,G;C,103,100,0,0
31/12/1985 09:00:00,37.3,G;C,103,100,0,0
01/01/1986 09:00:00,20.4,G;C,103,100,0,0
02/01/1986 09:00:00,19.4,G;C,103,100,0,0
03/01/1986 09:00:00,12.7,G;C,103,100,0,0
04/01/1986 09:00:00,9.83,G;C,103,100,0,0
05/01/1986 09:00:00,8.68,G;C,103,100,0,0
06/01/1986 09:00:00,7.47,G;C,103,100,0,0
07/01/1986 09:00:00,6.57,G;C,103,100,0,0
08/01/1986 09:00:00,6.23,G;C,103,100,0,0
09/01/1986 09:00:00,12.6,G;C,103,100,0,0
10/01/1986 09:00:00,89.2,G;C,103,100,0,0
11/01/1986 09:00:00,29.3,G;C,103,100,0,0
12/01/1986 09:00:00,20.8,G;C,103,100,0,0
13/01/1986 09:00:00,38.3,G;C,103,100,0,0
14/01/1986 09:00:00,23.1,G;C,103,100,0,0
15/01/1986 09:00:00,15.0,G;C,103,100,0,0
16/01/1986 09:00:00,10.7,G;C,103,100,0,0
17/01/1986 09:00:00,9.03,G;C,103,100,0,0
18/01/1986 09:00:00,18.9,G;C,103,100,0,0
19/01/1986 09:00:00,82.9,G;C,103,100,0,0
20/01/1986 09:00:00,107,G;C,103,100,0,0
21/01/1986 09:00:00,54.5,G;C,103,100,0,0
22/01/1986 09:00:00,104,G;C,103,100,0,0
23/01/1986 09:00:00,34.0,G;C,103,100,0,0
24/01/1986 09:00:00,19.0,G;C,103,100,0,0
25/01/1986 09:00:00,13.6,G;C,103,100,0,0
26/01/1986 09:00:00,11.1,G;C,103,100,0,0
27/01/1986 09:00:00,11.1,G;C,103,100,0,0
28/01/1986 09:00:00,10.5,G;C,103,100,0,0
29/01/1986 09:00:00,11.1,G;C,103,100,0,0
30/01/1986 09:00:00,20.0,G;C,103,100,0,0
31/01/1986 09:00:00,16.8,G;C,103,100,0,0
01/02/1986 09:00:00,13.5,G;C,103,100,0,0
02/02/1986 09:00:00,12.2,G;C,103,100,0,0
03/02/1986 09:00:00,11.3,G;C,103,100,0,0
04/02/1986 09:00:00,9.60,G;C,103,100,0,0
05/02/1986 09:00:00,8.35,G;C,103,100,0,0
06/02/1986 09:00:00,7.37,G;C,103,100,0,0
07/02/1986 09:00:00,6.79,G;C,103,100,0,0
08/02/1986 09:00:00,6.39,G;C,103,100,0,0
09/02/1986 09:00:00,5.95,G;C,103,100,0,0
10/02/1986 09:00:00,5.45,G;C,103,100,0,0
11/02/1986 09:00:00,4.91,G;C,103,100,0,0
12/02/1986 09:00:00,5.46,G;C,103,100,0,0
13/02/1986 09:00:00,5.49,G;C,103,100,0,0
14/02/1986 09:00:00,5.04,G;C,103,100,0,0
15/02/1986 09:00:00,4.31,G;C,103,100,0,0
16/02/1986 09:00:00,4.13,G;C,103,100,0,0
17/02/1986 09:00:00,3.99,G;C,103,100,0,0
18/02/1986 09:00:00,3.82,G;C,103,100,0,0
19/02/1986 09:00:00,3.74,G;C,103,100,0,0
20/02/1986 09:00:00,3.60,G;C,103,100,0,0
21/02/1986 09:00:00,3.53,G;C,103,100,0,0
22/02/1986 09:00:00,3.54,G;C,103,100,0,0
23/02/1986 09:00:00,3.50,G;C,103,100,0,0
24/02/1986 09:00:00,3.50,G;C,103,100,0,0
25/02/1986 09:00:00,3.11,G;C,103,100,0,0
26/02/1986 09:00:00,3.14,G;C,103,100,0,0
27/02/1986 09:00:00,3.59,G;C,103,100,0,0
28/02/1986 09:00:00,3.01,G;C,103,100,0,0
01/03/1986 09:00:00,3.02,G;C,103,100,0,0
02/03/1986 09:00:00,2.98,G;C,103,100,0,0
03/03/1986 09:00:00,2.94,G;C,103,100,0,0
04/03/1986 09:00:00,57.8,G;C,103,100,0,0
05/03/1986 09:00:00,48.0,G;C,103,100,0,0
06/03/1986 09:00:00,16.8,G;C,103,100,0,0
07/03/1986 09:00:00,11.8,G;C,103,100,0,0
08/03/1986 09:00:00,10.5,G;C,103,100,0,0
09/03/1986 09:00:00,9.95,G;C,103,100,0,0
10/03/1986 09:00:00,10.6,G;C,103,100,0,0
11/03/1986 09:00:00,9.20,G;C,103,100,0,0
12/03/1986 09:00:00,8.05,G;C,103,100,0,0
13/03/1986 09:00:00,6.67,G;C,103,100,0,0
14/03/1986 09:00:00,6.57,G;C,103,100,0,0
15/03/1986 09:00:00,11.9,G;C,103,100,0,0
16/03/1986 09:00:00,10.6,G;C,103,100,0,0
17/03/1986 09:00:00,8.27,G;C,103,100,0,0
18/03/1986 09:00:00,7.01,G;C,103,100,0,0
19/03/1986 09:00:00,8.14,G;C,103,100,0,0
20/03/1986 09:00:00,17.5,G;C,103,100,0,0
21/03/1986 09:00:00,12.6,G;C,103,100,0,0
22/03/1986 09:00:00,64.9,G;C,103,100,0,0
23/03/1986 09:00:00,38.7,G;C,103,100,0,0
24/03/1986 09:00:00,20.0,G;C,103,100,0,0
25/03/1986 09:00:00,23.3,G;C,103,100,0,0
26/03/1986 09:00:00,23.4,G;C,103,100,0,0
27/03/1986 09:00:00,44.5,G;C,103,100,0,0
28/03/1986 09:00:00,27.9,G;C,103,100,0,0
29/03/1986 09:00:00,28.6,G;C,103,100,0,0
30/03/1986 09:00:00,16.3,G;C,103,100,0,0
31/03/1986 09:00:00,13.9,G;C,103,100,0,0
01/04/1986 09:00:00,11.9,G;C,103,100,0,0
02/04/1986 09:00:00,10.0,G;C,103,100,0,0
03/04/1986 09:00:00,8.60,G;C,103,100,0,0
04/04/1986 09:00:00,7.61,G;C,103,100,0,0
05/04/1986 09:00:00,7.26,G;C,103,100,0,0
06/04/1986 09:00:00,6.98,G;C,103,100,0,0
07/04/1986 09:00:00,7.15,G;C,103,100,0,0
08/04/1986 09:00:00,9.70,G;C,103,100,0,0
09/04/1986 09:00:00,9.67,G;C,103,100,0,0
10/04/1986 09:00:00,8.35,G;C,103,100,0,0
11/04/1986 09:00:00,6.52,G;C,103,100,0,0
12/04/1986 09:00:00,7.91,G;C,103,100,0,0
13/04/1986 09:00:00,7.78,G;C,103,100,0,0
14/04/1986 09:00:00,8.69,G;C,103,100,0,0
15/04/1986 09:00:00,79.8,G;C,103,100,0,0
16/04/1986 09:00:00,31.4,G;C,103,100,0,0
17/04/1986 09:00:00,20.0,G;C,103,100,0,0
18/04/1986 09:00:00,13.3,G;C,103,100,0,0
19/04/1986 09:00:00,10.9,G;C,103,100,0,0
20/04/1986 09:00:00,32.7,G;C,103,100,0,0
21/04/1986 09:00:00,16.9,G;C,103,100,0,0
22/04/1986 09:00:00,11.7,G;C,103,100,0,0
23/04/1986 09:00:00,9.46,G;C,103,100,0,0
24/04/1986 09:00:00,9.57,G;C,103,100,0,0
25/04/1986 09:00:00,10.8,G;C,103,100,0,0
26/04/1986 09:00:00,8.56,G;C,103,100,0,0
27/04/1986 09:00:00,7.31,G;C,103,100,0,0
28/04/1986 09:00:00,6.62,G;C,103,100,0,0
29/04/1986 09:00:00,6.71,G;C,103,100,0,0
30/04/1986 09:00:00,7.33,G;C,103,100,0,0,,Partly missing
01/05/1986 09:00:00,8.15,G;C,103,100,0,0
02/05/1986 09:00:00,6.18,G;C,103,100,0,0
03/05/1986 09:00:00,5.48,G;C,103,100,0,0
04/05/1986 09:00:00,4.83,G;C,103,100,0,0
05/05/1986 09:00:00,5.15,G;C,103,100,0,0
06/05/1986 09:00:00,5.72,G;C,103,100,0,0
07/05/1986 09:00:00,42.1,G;C,103,100,0,0
08/05/1986 09:00:00,19.8,G;C,103,100,0,0
09/05/1986 09:00:00,12.1,G;C,103,100,0,0
10/05/1986 09:00:00,17.2,G;C,103,100,0,0
11/05/1986 09:00:00,14.9,G;C,103,100,0,0
12/05/1986 09:00:00,26.3,G;C,103,100,0,0
13/05/1986 09:00:00,16.6,G;C,103,100,0,0
14/05/1986 09:00:00,13.1,G;C,103,100,0,0
15/05/1986 09:00:00,11.9,G;C,103,100,0,0
16/05/1986 09:00:00,9.11,G;C,103,100,0,0
17/05/1986 09:00:00,10.1,G;C,103,100,0,0
18/05/1986 09:00:00,15.4,G;C,103,100,0,0
19/05/1986 09:00:00,10.2,G;C,103,100,0,0
20/05/1986 09:00:00,24.7,G;C,103,100,0,0
21/05/1986 09:00:00,36.1,G;C,103,100,0,0
22/05/1986 09:00:00,19.5,G;C,103,100,0,0
23/05/1986 09:00:00,11.8,G;C,103,100,0,0
24/05/1986 09:00:00,15.0,G;C,103,100,0,0
25/05/1986 09:00:00,71.1,G;C,103,100,0,0
26/05/1986 09:00:00,29.5,G;C,103,100,0,0
27/05/1986 09:00:00,15.4,G;C,103,100,0,0
28/05/1986 09:00:00,13.3,G;C,103,100,0,0
29/05/1986 09:00:00,10.7,G;C,103,100,0,0
30/05/1986 09:00:00,8.37,G;C,103,100,0,0
31/05/1986 09:00:00,9.01,G;C,103,100,0,0
01/06/1986 09:00:00,7.79,G;C,103,100,0,0
02/06/1986 09:00:00,6.82,G;C,103,100,0,0
03/06/1986 09:00:00,6.29,G;C,103,100,0,0
04/06/1986 09:00:00,5.72,G;C,103,100,0,0
05/06/1986 09:00:00,5.26,G;C,103,100,0,0
06/06/1986 09:00:00,4.79,G;C,103,100,0,0
07/06/1986 09:00:00,4.46,G;C,103,100,0,0
08/06/1986 09:00:00,4.17,G;C,103,100,0,0
09/06/1986 09:00:00,4.62,G;C,103,100,0,0
10/06/1986 09:00:00,37.7,G;C,103,100,0,0
11/06/1986 09:00:00,12.5,G;C,103,100,0,0
12/06/1986 09:00:00,7.75,G;C,103,100,0,0
13/06/1986 09:00:00,6.34,G;C,103,100,0,0
14/06/1986 09:00:00,5.79,G;C,103,100,0,0
15/06/1986 09:00:00,4.94,G;C,103,100,0,0
16/06/1986 09:00:00,4.43,G;C,103,100,0,0
17/06/1986 09:00:00,4.48,G;C,103,100,0,0
18/06/1986 09:00:00,4.23,G;C,103,100,0,0
19/06/1986 09:00:00,3.80,G;C,103,100,0,0
20/06/1986 09:00:00,3.50,G;C,103,100,0,0
21/06/1986 09:00:00,3.32,G;C,103,100,0,0
22/06/1986 09:00:00,3.22,G;C,103,100,0,0
23/06/1986 09:00:00,3.28,G;C,103,100,0,0
24/06/1986 09:00:00,3.51,G;C,103,100,0,0
25/06/1986 09:00:00,3.19,G;C,103,100,0,0
26/06/1986 09:00:00,2.88,G;C,103,100,0,0
27/06/1986 09:00:00,2.73,G;C,103,100,0,0
28/06/1986 09:00:00,2.65,G;C,103,100,0,0
29/06/1986 09:00:00,2.50,G;C,103,100,0,0
30/06/1986 09:00:00,2.43,G;C,103,100,0,0
01/07/1986 09:00:00,2.41,G;C,103,100,0,0
02/07/1986 09:00:00,2.38,G;C,103,100,0,0
03/07/1986 09:00:00,2.33,G;C,103,100,0,0
04/07/1986 09:00:00,2.34,G;C,103,100,0,0
05/07/1986 09:00:00,2.36,G;C,103,100,0,0
06/07/1986 09:00:00,2.33,G;C,103,100,0,0
07/07/1986 09:00:00,2.23,G;C,103,100,0,0
08/07/1986 09:00:00,2.23,G;C,103,100,0,0
09/07/1986 09:00:00,2.16,G;C,103,100,0,0
10/07/1986 09:00:00,2.16,G;C,103,100,0,0
11/07/1986 09:00:00,2.10,G;C,103,100,0,0
12/07/1986 09:00:00,2.10,G;C,103,100,0,0
13/07/1986 09:00:00,2.08,G;C,103,100,0,0
14/07/1986 09:00:00,2.07,G;C,103,100,0,0
15/07/1986 09:00:00,2.03,G;C,103,100,0,0
16/07/1986 09:00:00,1.96,G;C,103,100,0,0
17/07/1986 09:00:00,1.89,G;C,103,100,0,0
18/07/1986 09:00:00,1.86,G;C,103,100,0,0
19/07/1986 09:00:00,1.88,G;C,103,100,0,0
20/07/1986 09:00:00,1.89,G;C,103,100,0,0
21/07/1986 09:00:00,1.88,G;C,103,100,0,0
22/07/1986 09:00:00,1.88,G;C,103,100,0,0
23/07/1986 09:00:00,1.96,G;C,103,100,0,0
24/07/1986 09:00:00,1.91,G;C,103,100,0,0
25/07/1986 09:00:00,1.88,G;C,103,100,0,0
26/07/1986 09:00:00,1.82,G;C,103,100,0,0
27/07/1986 09:00:00,1.77,G;C,103,100,0,0
28/07/1986 09:00:00,3.04,G;C,103,100,0,0
29/07/1986 09:00:00,4.34,G;C,103,100,0,0
30/07/1986 09:00:00,4.85,G;C,103,100,0,0
31/07/1986 09:00:00,6.77,G;C,103,100,0,0
01/08/1986 09:00:00,4.41,G;C,103,100,0,0
02/08/1986 09:00:00,5.71,G;C,103,100,0,0
03/08/1986 09:00:00,4.43,G;C,103,100,0,0
04/08/1986 09:00:00,3.51,G;C,103,100,0,0
05/08/1986 09:00:00,3.20,G;C,103,100,0,0
06/08/1986 09:00:00,3.85,G;C,103,100,0,0
07/08/1986 09:00:00,17.9,G;C,103,100,0,0
08/08/1986 09:00:00,8.26,G;C,103,100,0,0
09/08/1986 09:00:00,5.27,G;C,103,100,0,0
10/08/1986 09:00:00,3.72,G;C,103,100,0,0
11/08/1986 09:00:00,3.14,G;C,103,100,0,0
12/08/1986 09:00:00,2.85,G;C,103,100,0,0
13/08/1986 09:00:00,2.90,G;C,103,100,0,0
14/08/1986 09:00:00,3.01,G;C,103,100,0,0
15/08/1986 09:00:00,3.36,G;C,103,100,0,0
16/08/1986 09:00:00,3.47,G;C,103,100,0,0
17/08/1986 09:00:00,3.18,G;C,103,100,0,0
18/08/1986 09:00:00,4.31,G;C,103,100,0,0
19/08/1986 09:00:00,7.14,G;C,103,100,0,0
20/08/1986 09:00:00,5.93,G;C,103,100,0,0
21/08/1986 09:00:00,4.19,G;C,103,100,0,0
22/08/1986 09:00:00,5.16,G;C,103,100,0,0
23/08/1986 09:00:00,4.41,G;C,103,100,0,0
24/08/1986 09:00:00,3.68,G;C,103,100,0,0
25/08/1986 09:00:00,8.28,G;C,103,100,0,0
26/08/1986 09:00:00,120,G;C,103,100,0,0
27/08/1986 09:00:00,24.9,G;C,103,100,0,0
28/08/1986 09:00:00,13.4,G;C,103,100,0,0
29/08/1986 09:00:00,8.68,G;C,103,100,0,0
30/08/1986 09:00:00,6.77,G;C,103,100,0,0
31/08/1986 09:00:00,5.79,G;C,103,100,0,0
01/09/1986 09:00:00,7.86,G;C,103,100,0,0
02/09/1986 09:00:00,8.79,G;C,103,100,0,0
03/09/1986 09:00:00,23.1,G;C,103,100,0,0
04/09/1986 09:00:00,8.86,G;C,103,100,0,0
05/09/1986 09:00:00,6.31,G;C,103,100,0,0
06/09/1986 09:00:00,5.39,G;C,103,100,0,0
07/09/1986 09:00:00,4.65,G;C,103,100,0,0
08/09/1986 09:00:00,4.09,G;C,103,100,0,0
09/09/1986 09:00:00,3.69,G;C,103,100,0,0
10/09/1986 09:00:00,3.44,G;C,103,100,0,0
11/09/1986 09:00:00,3.25,G;C,103,100,0,0
12/09/1986 09:00:00,3.07,G;C,103,100,0,0
13/09/1986 09:00:00,2.93,G;C,103,100,0,0
14/09/1986 09:00:00,2.80,G;C,103,100,0,0
15/09/1986 09:00:00,2.69,G;C,103,100,0,0
16/09/1986 09:00:00,2.56,G;C,103,100,0,0
17/09/1986 09:00:00,2.48,G;C,103,100,0,0
18/09/1986 09:00:00,2.38,G;C,103,100,0,0
19/09/1986 09:00:00,2.31,G;C,103,100,0,0
20/09/1986 09:00:00,2.26,G;C,103,100,0,0
21/09/1986 09:00:00,2.23,G;C,103,100,0,0
22/09/1986 09:00:00,2.23,G;C,103,100,0,0
23/09/1986 09:00:00,2.18,G;C,103,100,0,0
24/09/1986 09:00:00,2.11,G;C,103,100,0,0
25/09/1986 09:00:00,2.07,G;C,103,100,0,0
26/09/1986 09:00:00,2.04,G;C,103,100,0,0
27/09/1986 09:00:00,2.01,G;C,103,100,0,0
28/09/1986 09:00:00,1.96,G;C,103,100,0,0
29/09/1986 09:00:00,1.96,G;C,103,100,0,0
30/09/1986 09:00:00,1.96,G;C,103,100,0,0
01/10/1986 09:00:00,1.92,G;C,103,100,0,0
02/10/1986 09:00:00,1.87,G;C,103,100,0,0
03/10/1986 09:00:00,1.84,G;C,103,100,0,0
04/10/1986 09:00:00,1.80,G;C,103,100,0,0
05/10/1986 09:00:00,1.81,G;C,103,100,0,0
06/10/1986 09:00:00,1.80,G;C,103,100,0,0
07/10/1986 09:00:00,1.81,G;C,103,100,0,0
08/10/1986 09:00:00,1.86,G;C,103,100,0,0
09/10/1986 09:00:00,1.90,G;C,103,100,0,0
10/10/1986 09:00:00,3.48,G;C,103,100,0,0
11/10/1986 09:00:00,2.56,G;C,103,100,0,0
12/10/1986 09:00:00,2.14,G;C,103,100,0,0
13/10/1986 09:00:00,2.00,G;C,103,100,0,0
14/10/1986 09:00:00,1.94,G;C,103,100,0,0
15/10/1986 09:00:00,1.87,G;C,103,100,0,0
16/10/1986 09:00:00,1.81,G;C,103,100,0,0
17/10/1986 09:00:00,1.78,G;C,103,100,0,0
18/10/1986 09:00:00,1.96,G;C,103,100,0,0
19/10/1986 09:00:00,4.30,G;C,103,100,0,0
20/10/1986 09:00:00,5.44,G;C,103,100,0,0
21/10/1986 09:00:00,12.4,G;C,103,100,0,0
22/10/1986 09:00:00,9.81,G;C,103,100,0,0
23/10/1986 09:00:00,10.2,G;C,103,100,0,0
24/10/1986 09:00:00,10.6,G;C,103,100,0,0
25/10/1986 09:00:00,59.5,G;C,103,100,0,0
26/10/1986 09:00:00,15.1,G;C,103,100,0,0
27/10/1986 09:00:00,19.3,G;C,103,100,0,0
28/10/1986 09:00:00,29.1,G;C,103,100,0,0
29/10/1986 09:00:00,19.0,G;C,103,100,0,0
